run_id,ce_loss,step,dataset,method
0,2.3867557,-50.0,fmnist,lmap
0,2.2248802,-48.0,fmnist,lmap
0,2.0668328,-46.0,fmnist,lmap
0,1.8887463,-44.0,fmnist,lmap
0,1.6687206,-42.0,fmnist,lmap
0,1.3959812,-40.0,fmnist,lmap
0,1.0838078,-38.0,fmnist,lmap
0,0.7719822,-36.0,fmnist,lmap
0,0.5064661,-34.0,fmnist,lmap
0,0.31358284,-32.0,fmnist,lmap
0,0.19142354,-30.0,fmnist,lmap
0,0.121403985,-28.0,fmnist,lmap
0,0.0833699,-26.0,fmnist,lmap
0,0.06317466,-24.0,fmnist,lmap
0,0.05249648,-22.0,fmnist,lmap
0,0.046788305,-20.0,fmnist,lmap
0,0.043717753,-18.0,fmnist,lmap
0,0.042090427,-16.0,fmnist,lmap
0,0.041244555,-14.0,fmnist,lmap
0,0.04080446,-12.0,fmnist,lmap
0,0.040616896,-10.0,fmnist,lmap
0,0.040582336,-8.0,fmnist,lmap
0,0.04059493,-6.0,fmnist,lmap
0,0.040632516,-4.0,fmnist,lmap
0,0.040685214,-2.0,fmnist,lmap
0,0.04072122,0.0,fmnist,lmap
0,0.040753793,2.0,fmnist,lmap
0,0.040761758,4.0,fmnist,lmap
0,0.04074825,6.0,fmnist,lmap
0,0.040755082,8.0,fmnist,lmap
0,0.040844675,10.0,fmnist,lmap
0,0.04106174,12.0,fmnist,lmap
0,0.04148423,14.0,fmnist,lmap
0,0.042303637,16.0,fmnist,lmap
0,0.043792695,18.0,fmnist,lmap
0,0.04647337,20.0,fmnist,lmap
0,0.051310986,22.0,fmnist,lmap
0,0.06016506,24.0,fmnist,lmap
0,0.076549,26.0,fmnist,lmap
0,0.107165955,28.0,fmnist,lmap
0,0.16381301,30.0,fmnist,lmap
0,0.2648005,32.0,fmnist,lmap
0,0.43044606,34.0,fmnist,lmap
0,0.66779715,36.0,fmnist,lmap
0,0.95610684,38.0,fmnist,lmap
0,1.2543869,40.0,fmnist,lmap
