mode,corruption,level,seed_id,s/test/acc,s/test/sel_acc
fsgc,elastic,1,4,90.478515625,98.31256866455078
fsgc,defocus_blur,5,4,64.4238293170929,82.6279296875
fsgc,defocus_blur,4,4,82.9785168170929,95.20671081542967
fsgc,defocus_blur,3,4,90.380859375,98.07915496826172
fsgc,defocus_blur,2,4,93.3398425579071,98.9234619140625
fsgc,defocus_blur,1,4,94.7656273841858,99.21534729003906
fsgc,contrast,5,4,48.994141817092896,71.27503967285156
fsgc,contrast,4,4,84.51172113418579,96.046142578125
fsgc,contrast,3,4,90.2148425579071,98.22034454345705
fsgc,contrast,2,4,93.1054711341858,99.0591049194336
fsgc,contrast,1,4,94.6484386920929,99.3612289428711
fsgc,brightness,5,4,89.8632824420929,98.146728515625
fsgc,brightness,4,4,92.4609363079071,98.85022735595705
fsgc,brightness,3,4,93.5937523841858,99.10745239257812
fsgc,brightness,2,4,94.54101920127867,99.25257110595705
fsgc,brightness,1,4,94.775390625,99.2561492919922
