run_id,lr,seed,epochs,dataset,momentum,ckpt_path,optimizer,batch_size,model_name,label_noise,train_subset,weight_decay,sgd/val/epoch,sgd/train/epoch,sgd/train/avg_nll,_timestamp,sgd/val/acc,sgd/test/nll,train/best_acc,sgd/test/avg_nll,sgd/val/nll,sgd/test/acc,sgd/train/nll,test/best_acc,sgd/test/epoch,val/best_epoch,sgd/val/avg_nll,sgd/train/mini_loss,_step,_wandb,_runtime,val/best_acc,sgd/train/acc,mode,func_decay,decay
lbx1rv8h,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.8,1,,199,199,2.169969081878662,1667306402.717319,0.32110002636909485,15775.322265625,0.2610799968242645,1.5775322914123535,26730.458984375,0.8206000328063965,108498.4609375,0.8206000328063965,3,3,2.673046112060547,0.0057583036832511425,1007,{'runtime': 1762},1758.4402599334717,0.826900064945221,0.2610799968242645,FS-MAP,7.55859805032045e-07,7.55859805032045e-07
nrw3iqub,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.5,1,,199,199,1.7008867263793943,1667306386.713869,0.6788000464439392,8406.7197265625,0.5137999653816223,0.8406720161437988,11147.921875,0.8869000673294067,85044.3359375,0.8869000673294067,3,3,1.1147922277450562,0.07601511478424072,1007,{'runtime': 1790},1788.010870218277,0.8952000141143799,0.5137999653816223,FS-MAP,2.5994495327971695e-05,2.5994495327971695e-05
r9nxiu64,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.2,1,,199,199,1.4242236614227295,1667306345.5385942,0.898400068283081,12383.06640625,0.7773599624633789,1.2383066415786743,11221.037109375,0.9081000685691832,71211.1875,0.9081000685691832,3,3,1.1221038103103638,1.440925121307373,1007,{'runtime': 1771},1767.3624982833862,0.9134000539779664,0.7773599624633789,FS-MAP,0.0028372417989539303,0.0028372417989539303
qe0uba81,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.5,1,,199,199,1.6821154356002808,1667306373.897354,0.6731000542640686,9310.173828125,0.5191799998283386,0.9310173988342284,11148.9140625,0.8861000537872314,84105.7734375,0.8861000537872314,4,4,1.1148914098739624,0.19891121983528137,1009,{'runtime': 1818},1814.344306230545,0.8945000171661377,0.5191799998283386,FS-MAP,9.422428450403264e-05,9.422428450403264e-05
go59qgwm,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.8,1,,199,199,2.184289932250977,1667306309.1373694,0.3140000104904175,15736.65234375,0.2542800009250641,1.5736652612686155,23956.125,0.8063000440597534,109214.5,0.8063000440597534,2,2,2.3956127166748047,0.1298222839832306,1005,{'runtime': 1790},1785.9625504016876,0.812000036239624,0.2542800009250641,FS-MAP,5.358052156562008e-05,5.358052156562008e-05
tj6on2jk,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.8,1,,199,199,2.1486310958862305,1667306251.983112,0.31370002031326294,15449.7197265625,0.263619989156723,1.5449720621109009,24727.1171875,0.820900022983551,107431.5546875,0.820900022983551,4,4,2.4727118015289307,0.02229950577020645,1007,{'runtime': 1778},1776.129651069641,0.8324000239372253,0.263619989156723,FS-MAP,5.158547056920236e-06,5.158547056920236e-06
6ybm3lgv,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.5,1,,199,199,,1667306175.944839,0.10740000754594804,,0.09879999607801436,,,0.10000000149011612,,0.10000000149011612,0,0,,NaN,1001,{'runtime': 1793},1791.1014358997345,0.10740000754594804,0.09879999607801436,FS-MAP,0.5757056279444833,0.5757056279444833
bj7cxkj7,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.2,1,,199,199,0.8874192237854004,1667306194.7823515,0.8955000638961792,4074.78076171875,0.782319962978363,0.40747809410095215,4587.32470703125,0.9079000353813172,44370.9609375,0.9079000353813172,4,4,0.4587324857711792,0.0069926087744534016,1007,{'runtime': 1819},1814.0154967308044,0.9160000681877136,0.782319962978363,FS-MAP,1.201488358696365e-06,1.201488358696365e-06
se0geh9u,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.0,1,,199,199,0.08794845640659332,1667306262.3314493,0.9367000460624696,3315.590087890625,1.0,0.33155903220176697,3023.385498046875,0.9320000410079956,4397.4228515625,0.9320000410079956,128,128,0.302338570356369,0.28047171235084534,1037,{'runtime': 1909},1904.4664783477783,0.938200056552887,1.0,FS-MAP,0.00015902384041203586,0.00015902384041203586
djk90g32,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.2,1,,199,199,1.023389458656311,1667306138.9080958,0.8955000638961792,8980.623046875,0.8240000009536743,0.8980623483657837,8059.71728515625,0.9016000628471376,51169.4765625,0.9016000628471376,9,9,0.8059717416763306,1.0503143072128296,1007,{'runtime': 1788},1784.955030918121,0.910900056362152,0.8240000009536743,FS-MAP,0.0013830074605495932,0.0013830074605495932
g240qad3,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.5,1,,199,199,1.6889190673828125,1667306151.1043787,0.6819000244140625,9957.4716796875,0.5225600004196167,0.995747208595276,11530.751953125,0.8908000588417053,84445.953125,0.8908000588417053,4,4,1.1530752182006836,0.5860192775726318,1009,{'runtime': 1809},1802.9699976444244,0.9002000689506531,0.5225600004196167,FS-MAP,0.0004901487246022474,0.0004901487246022474
v79homac,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.0,1,,199,199,0.49416986107826233,1667306203.9253447,0.9390000700950624,6533.81982421875,1.0,0.6533820033073425,6492.328125,0.9341000318527222,24708.494140625,0.9341000318527222,84,84,0.6492328643798828,1.0167096853256226,1047,{'runtime': 1877},1870.3086996078491,0.9398000240325928,1.0,FS-MAP,0.0012967437837331011,0.0012967437837331011
dxtcgqt1,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.5,1,,199,199,1.6701109409332275,1667306124.9837878,0.6771000027656555,8831.76953125,0.5217599868774414,0.8831769824028015,11118.8359375,0.895300030708313,83505.546875,0.895300030708313,4,4,1.1118836402893066,0.12082752585411072,1009,{'runtime': 1805},1803.1441287994385,0.8999000191688538,0.5217599868774414,FS-MAP,4.857704981055699e-05,4.857704981055699e-05
ma4upf20,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.0,1,,199,199,0.0016373225953429935,1667306250.0538328,0.9391000270843506,3303.7646484375,1.0,0.3303764760494232,2969.759521484375,0.9324000477790833,81.86613464355469,0.9324000477790833,184,184,0.2969759702682495,0.008914701640605927,1043,{'runtime': 1936},1934.4099416732788,0.9404000639915466,1.0,FS-MAP,1.6842919274676405e-06,1.6842919274676405e-06
bdsdjrid,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.8,1,,199,199,,1667306065.497777,0.10740000754594804,,0.10037999600172044,,,0.10000000149011612,,0.10000000149011612,0,0,,NaN,1001,{'runtime': 1774},1768.8292388916016,0.10740000754594804,0.10037999600172044,FS-MAP,0.22793373805392347,0.22793373805392347
yoa4obe1,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.8,1,,199,199,2.156946182250977,1667306003.4201517,0.314300000667572,15310.9423828125,0.2640799880027771,1.531094312667847,24585.541015625,0.8105000257492065,107847.3125,0.8105000257492065,4,4,2.458554267883301,0.04821760207414627,1009,{'runtime': 1723},1720.191695690155,0.8161000609397888,0.2640799880027771,FS-MAP,1.4205007902773947e-05,1.4205007902773947e-05
d0vucya8,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.2,1,,199,199,0.9334673881530762,1667306030.9503555,0.8895000219345093,4570.25048828125,0.7752799987792969,0.45702508091926575,4789.93701171875,0.9068000316619872,46673.37109375,0.9068000316619872,3,3,0.4789937138557434,0.007002625614404678,1007,{'runtime': 1760},1754.177966594696,0.9157000184059144,0.7752799987792969,FS-MAP,1.18613117547807e-06,1.18613117547807e-06
cz8c4ozz,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.5,1,,199,199,1.736093521118164,1667306014.1707313,0.6639000177383423,9109.00390625,0.5040000081062317,0.9109004139900208,11722.8564453125,0.8781000375747681,86804.6796875,0.8781000375747681,2,2,1.1722856760025024,0.05795340985059738,1005,{'runtime': 1753},1749.9842562675476,0.8838000297546387,0.5040000081062317,FS-MAP,1.8167874750512308e-05,1.8167874750512308e-05
qbiqpkrn,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.8,1,,199,199,,1667306028.097944,0.10740000754594804,,0.10063999891281128,,,0.10000000149011612,,0.10000000149011612,0,0,,NaN,1001,{'runtime': 1786},1784.726849079132,0.10740000754594804,0.10063999891281128,FS-MAP,0.16333601688403673,0.16333601688403673
z3tzykoy,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.2,1,,199,199,,1667305908.4844549,0.10740000754594804,,0.09863999485969543,,,0.10000000149011612,,0.10000000149011612,0,0,,NaN,1001,{'runtime': 1721},1716.8836739063263,0.10740000754594804,0.09863999485969543,FS-MAP,0.010845234803844016,0.010845234803844016
2wiq8vs9,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.0,1,,199,199,0.9966811537742616,1667306062.369766,0.9379000663757324,11036.310546875,1.0,1.1036311388015747,11037.2265625,0.9363000392913818,49834.05859375,0.9363000392913818,141,141,1.1037226915359497,1.5238834619522097,1041,{'runtime': 1905},1901.4838650226593,0.9387000203132628,1.0,FS-MAP,0.0033162601852641284,0.0033162601852641284
r8di3hbv,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.8,1,,199,199,2.176142692565918,1667305909.002329,0.31550002098083496,17947.21484375,0.2715599834918976,1.794721603393555,20817.177734375,0.8245000243186951,108807.140625,0.8245000243186951,4,4,2.0817179679870605,0.7871084213256836,1007,{'runtime': 1752},1748.1494164466858,0.8309000134468079,0.2715599834918976,FS-MAP,0.0008066617753022133,0.0008066617753022133
xe1asnzf,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.0,1,,199,199,,1667305863.8657055,0.10740000754594804,,0.09851999580860138,,,0.10000000149011612,,0.10000000149011612,0,0,,NaN,1001,{'runtime': 1751},1747.9312324523926,0.10740000754594804,0.09851999580860138,FS-MAP,0.6260534843816228,0.6260534843816228
73h409ko,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.8,1,,199,199,2.166724920272827,1667305811.824244,0.3144000172615051,15127.259765625,0.2585600018501282,1.512726068496704,28746.716796875,0.8246000409126282,108336.25,0.8246000409126282,3,3,2.874671697616577,0.004149327985942364,1007,{'runtime': 1804},1798.9029021263125,0.8297000527381897,0.2585600018501282,FS-MAP,4.172373488212761e-07,4.172373488212761e-07
z1zf5ccn,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.5,1,,199,199,1.6627397537231443,1667305809.1652234,0.6767000555992126,10244.453125,0.5326200127601624,1.024445414543152,11524.0078125,0.8913000226020813,83136.9921875,0.8913000226020813,5,5,1.1524008512496948,0.5859741568565369,1007,{'runtime': 1823},1817.4428102970123,0.8979000449180603,0.5326200127601624,FS-MAP,0.0004901609964459147,0.0004901609964459147
d8vk3c9b,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.5,1,,199,199,1.72102952003479,1667305755.9927444,0.6730000376701355,8213.802734375,0.5101999640464783,0.8213803172111511,11693.03515625,0.8872000575065613,86051.4765625,0.8872000575065613,3,3,1.1693035364151,0.020190315321087837,1005,{'runtime': 1810},1808.0662715435028,0.8902000188827515,0.5101999640464783,FS-MAP,4.5563084529848914e-06,4.5563084529848914e-06
oifcjxif,0.1,42,200,fmnist,0.9,,sgd,128,mresnet18,0.2,1,,199,199,0.9947956204414368,1667305547.8711305,0.8941000699996948,5516.0869140625,0.7683999538421631,0.5516087412834167,4828.7470703125,0.9087000489234924,49739.78125,0.9087000489234924,2,2,0.48287472128868103,0.3424738347530365,1005,{'runtime': 1819},1813.4982385635376,0.9149000644683838,0.7683999538421631,FS-MAP,0.0002132489027545366,0.0002132489027545366
